code,treatment,strength,route
71610-573-60,Metoprolol,200 mg/1,ORAL
70518-2770-0,Metoprolol,100 mg/1,ORAL
43063-624-90,Metoprolol,25 mg/1,ORAL
68071-2191-9,Metoprolol,25 mg/1,ORAL
70518-2868-0,Metoprolol,50 mg/1,ORAL
67877-590-01,Metoprolol,25 mg/1,ORAL
67877-590-05,Metoprolol,25 mg/1,ORAL
67877-590-10,Metoprolol,25 mg/1,ORAL
67877-590-30,Metoprolol,25 mg/1,ORAL
67877-590-60,Metoprolol,25 mg/1,ORAL
67877-591-01,Metoprolol,50 mg/1,ORAL
67877-591-05,Metoprolol,50 mg/1,ORAL
67877-591-10,Metoprolol,50 mg/1,ORAL
67877-591-30,Metoprolol,50 mg/1,ORAL
67877-591-60,Metoprolol,50 mg/1,ORAL
67877-592-01,Metoprolol,100 mg/1,ORAL
67877-592-05,Metoprolol,100 mg/1,ORAL
67877-592-10,Metoprolol,100 mg/1,ORAL
67877-592-30,Metoprolol,100 mg/1,ORAL
67877-592-60,Metoprolol,100 mg/1,ORAL
67877-593-01,Metoprolol,200 mg/1,ORAL
67877-593-05,Metoprolol,200 mg/1,ORAL
67877-593-10,Metoprolol,200 mg/1,ORAL
31722-589-01,Metoprolol,25 mg/1,ORAL
31722-589-30,Metoprolol,25 mg/1,ORAL
31722-590-01,Metoprolol,50 mg/1,ORAL
31722-590-30,Metoprolol,50 mg/1,ORAL
31722-591-01,Metoprolol,100 mg/1,ORAL
31722-591-30,Metoprolol,100 mg/1,ORAL
31722-592-01,Metoprolol,200 mg/1,ORAL
31722-592-30,Metoprolol,200 mg/1,ORAL
50816-025-02,Metoprolol,25 mg/1,ORAL
50816-025-03,Metoprolol,25 mg/1,ORAL
50816-050-02,Metoprolol,50 mg/1,ORAL
50816-050-03,Metoprolol,50 mg/1,ORAL
50816-100-02,Metoprolol,100 mg/1,ORAL
50816-100-03,Metoprolol,100 mg/1,ORAL
50816-200-02,Metoprolol,200 mg/1,ORAL
50816-200-03,Metoprolol,200 mg/1,ORAL
68788-8098-1,Metoprolol,100 mg/1,ORAL
68788-8098-3,Metoprolol,100 mg/1,ORAL
68788-8098-6,Metoprolol,100 mg/1,ORAL
68788-8098-9,Metoprolol,100 mg/1,ORAL
50742-618-10,Metoprolol,200 mg/1,ORAL
67877-593-30,Metoprolol,200 mg/1,ORAL
67877-593-60,Metoprolol,200 mg/1,ORAL
60760-634-90,Metoprolol,50 mg/1,ORAL
45963-676-11,Metoprolol,50 mg/1,ORAL
45963-676-96,Metoprolol,50 mg/1,ORAL
45963-677-11,Metoprolol,100 mg/1,ORAL
45963-677-96,Metoprolol,100 mg/1,ORAL
45963-678-11,Metoprolol,200 mg/1,ORAL
45963-709-11,Metoprolol,25 mg/1,ORAL
45963-709-96,Metoprolol,25 mg/1,ORAL
70518-2953-0,Metoprolol,25 mg/1,ORAL
70518-0391-0,Metoprolol,50 mg/1,ORAL
62732-1046-2,Metoprolol,100 mg/1,ORAL
62732-1046-3,Metoprolol,100 mg/1,ORAL
62732-1047-1,Metoprolol,200 mg/1,ORAL
16714-852-01,Metoprolol,25 mg/1,ORAL
16714-855-02,Metoprolol,200 mg/1,ORAL
55111-467-78,Metoprolol,50 mg/1,ORAL
70436-183-01,Metoprolol,50 mg/1,ORAL
70436-183-02,Metoprolol,50 mg/1,ORAL
70436-183-03,Metoprolol,50 mg/1,ORAL
70518-2133-1,Metoprolol,25 mg/1,ORAL
72789-010-30,Metoprolol,50 mg/1,ORAL
50090-3808-0,Metoprolol,50 mg/1,ORAL
50090-3847-0,Metoprolol,100 mg/1,ORAL
50090-3847-1,Metoprolol,100 mg/1,ORAL
50090-3847-2,Metoprolol,100 mg/1,ORAL
50090-3896-0,Metoprolol,25 mg/1,ORAL
50090-3746-1,Metoprolol,25 mg/1,ORAL
68382-564-10,Metoprolol,25 mg/1,ORAL
50090-4304-0,Metoprolol,50 mg/1,ORAL
50090-4304-1,Metoprolol,50 mg/1,ORAL
50090-3746-3,Metoprolol,25 mg/1,ORAL
53002-1612-0,Metoprolol,50 mg/1,ORAL
53002-1612-3,Metoprolol,50 mg/1,ORAL
72789-107-90,Metoprolol,25 mg/1,ORAL
53002-1781-0,Metoprolol,25 mg/1,ORAL
53002-1781-3,Metoprolol,25 mg/1,ORAL
72789-145-30,Metoprolol,50 mg/1,ORAL
50090-5411-0,Metoprolol,100 mg/1,ORAL
50090-5413-0,Metoprolol,100 mg/1,ORAL
50090-5053-0,Metoprolol,100 mg/1,ORAL
71610-161-45,Metoprolol,25 mg/1,ORAL
50742-616-05,Metoprolol,50 mg/1,ORAL
63304-009-30,Metoprolol,50 mg/1,ORAL
63304-010-30,Metoprolol,100 mg/1,ORAL
50090-4902-0,Metoprolol,25 mg/1,ORAL
50090-4904-0,Metoprolol,50 mg/1,ORAL
71335-0809-1,Metoprolol,25 mg/1,ORAL
71335-0809-2,Metoprolol,25 mg/1,ORAL
71335-0809-3,Metoprolol,25 mg/1,ORAL
71335-0809-4,Metoprolol,25 mg/1,ORAL
71335-0809-5,Metoprolol,25 mg/1,ORAL
71335-0809-6,Metoprolol,25 mg/1,ORAL
68788-7206-6,Metoprolol,25 mg/1,ORAL
71335-0149-1,Metoprolol,50 mg/1,ORAL
71335-0149-2,Metoprolol,50 mg/1,ORAL
71335-0149-3,Metoprolol,50 mg/1,ORAL
71335-0149-4,Metoprolol,50 mg/1,ORAL
71335-0149-5,Metoprolol,50 mg/1,ORAL
71335-0158-1,Metoprolol,25 mg/1,ORAL
71335-0158-2,Metoprolol,25 mg/1,ORAL
71335-0158-3,Metoprolol,25 mg/1,ORAL
71335-0158-4,Metoprolol,25 mg/1,ORAL
71335-0158-5,Metoprolol,25 mg/1,ORAL
68071-2331-1,Metoprolol,50 mg/1,ORAL
50090-5418-0,Metoprolol,25 mg/1,ORAL
51079-171-03,Metoprolol,100 mg/1,ORAL
68788-7263-3,Metoprolol,100 mg/1,ORAL
68071-4351-3,Metoprolol,25 mg/1,ORAL
68071-4351-6,Metoprolol,25 mg/1,ORAL
68071-4351-9,Metoprolol,25 mg/1,ORAL
68071-4363-3,Metoprolol,50 mg/1,ORAL
68071-4363-6,Metoprolol,50 mg/1,ORAL
68071-4363-9,Metoprolol,50 mg/1,ORAL
68071-4377-3,Metoprolol,100 mg/1,ORAL
68071-4377-6,Metoprolol,100 mg/1,ORAL
68071-4377-9,Metoprolol,100 mg/1,ORAL
0615-7823-05,Metoprolol,25 mg/1,ORAL
0615-7823-30,Metoprolol,25 mg/1,ORAL
0615-7823-39,Metoprolol,25 mg/1,ORAL
0615-7824-05,Metoprolol,50 mg/1,ORAL
0615-7824-39,Metoprolol,50 mg/1,ORAL
0615-7825-39,Metoprolol,100 mg/1,ORAL
64679-734-05,Metoprolol,25 mg/1,ORAL
64679-735-09,Metoprolol,50 mg/1,ORAL
64679-737-02,Metoprolol,200 mg/1,ORAL
50090-5393-0,Metoprolol,50 mg/1,ORAL
50090-5394-1,Metoprolol,25 mg/1,ORAL
50090-5394-3,Metoprolol,25 mg/1,ORAL
50090-5395-0,Metoprolol,25 mg/1,ORAL
55111-467-60,Metoprolol,50 mg/1,ORAL
55111-469-30,Metoprolol,200 mg/1,ORAL
50090-5411-1,Metoprolol,100 mg/1,ORAL
50090-5412-0,Metoprolol,100 mg/1,ORAL
50090-5413-1,Metoprolol,100 mg/1,ORAL
50090-5418-1,Metoprolol,25 mg/1,ORAL
50090-5419-0,Metoprolol,25 mg/1,ORAL
60687-413-01,Metoprolol,100 mg/1,ORAL
64679-735-08,Metoprolol,50 mg/1,ORAL
71205-368-30,Metoprolol,25 mg/1,ORAL
71205-368-60,Metoprolol,25 mg/1,ORAL
71205-368-90,Metoprolol,25 mg/1,ORAL
64679-737-03,Metoprolol,200 mg/1,ORAL
64679-734-08,Metoprolol,25 mg/1,ORAL
68001-119-00,Metoprolol,100 mg/1,ORAL
68001-121-03,Metoprolol,25 mg/1,ORAL
63304-008-30,Metoprolol,25 mg/1,ORAL
63304-011-30,Metoprolol,200 mg/1,ORAL
55111-467-01,Metoprolol,50 mg/1,ORAL
63629-9167-1,Metoprolol,25 mg/1,ORAL
63629-9168-1,Metoprolol,25 mg/1,ORAL
63629-9169-1,Metoprolol,50 mg/1,ORAL
63629-9170-1,Metoprolol,50 mg/1,ORAL
63629-9171-1,Metoprolol,100 mg/1,ORAL
63629-9172-1,Metoprolol,100 mg/1,ORAL
63629-9173-1,Metoprolol,200 mg/1,ORAL
68001-469-00,Metoprolol,50 mg/1,ORAL
68001-469-08,Metoprolol,50 mg/1,ORAL
68001-470-00,Metoprolol,100 mg/1,ORAL
68001-470-08,Metoprolol,100 mg/1,ORAL
68001-471-00,Metoprolol,200 mg/1,ORAL
50268-542-15,Metoprolol,100 mg/1,ORAL
55154-4698-0,Metoprolol,25 mg/1,ORAL
55154-7279-0,Metoprolol,100 mg/1,ORAL
55154-7280-0,Metoprolol,25 mg/1,ORAL
16714-853-03,Metoprolol,50 mg/1,ORAL
0904-6322-61,Metoprolol,25 mg/1,ORAL
0904-6323-61,Metoprolol,50 mg/1,ORAL
0904-6324-61,Metoprolol,100 mg/1,ORAL
50742-617-01,Metoprolol,100 mg/1,ORAL
70771-1340-5,Metoprolol,100 mg/1,ORAL
70771-1341-5,Metoprolol,200 mg/1,ORAL
61919-334-30,Metoprolol,100 mg/1,ORAL
61919-334-90,Metoprolol,100 mg/1,ORAL
70771-1338-5,Metoprolol,25 mg/1,ORAL
70771-1339-1,Metoprolol,50 mg/1,ORAL
70771-1340-0,Metoprolol,100 mg/1,ORAL
43063-841-30,Metoprolol,100 mg/1,ORAL
68788-7997-1,Metoprolol,50 mg/1,ORAL
68788-7997-3,Metoprolol,50 mg/1,ORAL
68788-7997-6,Metoprolol,50 mg/1,ORAL
68788-7997-9,Metoprolol,50 mg/1,ORAL
70518-0391-1,Metoprolol,50 mg/1,ORAL
71610-483-45,Metoprolol,25 mg/1,ORAL
71610-483-60,Metoprolol,25 mg/1,ORAL
71610-484-45,Metoprolol,100 mg/1,ORAL
71610-484-60,Metoprolol,100 mg/1,ORAL
63187-546-60,Metoprolol,50 mg/1,ORAL
68382-565-01,Metoprolol,50 mg/1,ORAL
24979-040-09,Metoprolol,200 mg/1,ORAL
68645-477-54,Metoprolol,25 mg/1,ORAL
55700-192-60,Metoprolol,50 mg/1,ORAL
55111-466-78,Metoprolol,25 mg/1,ORAL
55111-467-05,Metoprolol,50 mg/1,ORAL
55111-468-05,Metoprolol,100 mg/1,ORAL
55111-469-05,Metoprolol,200 mg/1,ORAL
50742-615-90,Metoprolol,25 mg/1,ORAL
50742-617-90,Metoprolol,100 mg/1,ORAL
60050-001-01,Metoprolol,25 mg/1,ORAL
60050-001-10,Metoprolol,25 mg/1,ORAL
60050-002-01,Metoprolol,50 mg/1,ORAL
60050-002-10,Metoprolol,50 mg/1,ORAL
50090-3746-0,Metoprolol,25 mg/1,ORAL
60050-003-01,Metoprolol,100 mg/1,ORAL
60050-003-10,Metoprolol,100 mg/1,ORAL
60050-004-01,Metoprolol,200 mg/1,ORAL
60050-004-10,Metoprolol,200 mg/1,ORAL
68788-7263-9,Metoprolol,100 mg/1,ORAL
68071-1922-3,Metoprolol,50 mg/1,ORAL
68071-1922-6,Metoprolol,50 mg/1,ORAL
68071-1922-9,Metoprolol,50 mg/1,ORAL
61919-754-90,Metoprolol,25 mg/1,ORAL
63187-768-30,Metoprolol,100 mg/1,ORAL
63187-768-60,Metoprolol,100 mg/1,ORAL
16714-854-02,Metoprolol,100 mg/1,ORAL
51407-403-01,Metoprolol,25 mg/1,ORAL
51407-403-10,Metoprolol,25 mg/1,ORAL
51407-404-01,Metoprolol,50 mg/1,ORAL
60687-402-01,Metoprolol,50 mg/1,ORAL
51407-404-10,Metoprolol,50 mg/1,ORAL
51407-405-01,Metoprolol,100 mg/1,ORAL
51407-405-10,Metoprolol,100 mg/1,ORAL
51407-406-01,Metoprolol,200 mg/1,ORAL
51407-406-10,Metoprolol,200 mg/1,ORAL
64679-735-01,Metoprolol,50 mg/1,ORAL
64679-735-02,Metoprolol,50 mg/1,ORAL
64679-736-05,Metoprolol,100 mg/1,ORAL
70771-1339-0,Metoprolol,50 mg/1,ORAL
63187-768-90,Metoprolol,100 mg/1,ORAL
62732-1047-2,Metoprolol,200 mg/1,ORAL
62732-1047-3,Metoprolol,200 mg/1,ORAL
63187-547-90,Metoprolol,100 mg/1,ORAL
68788-7263-1,Metoprolol,100 mg/1,ORAL
50090-5720-0,Metoprolol,100 mg/1,ORAL
50090-5720-1,Metoprolol,100 mg/1,ORAL
68001-358-00,Metoprolol,100 mg/1,ORAL
68001-360-03,Metoprolol,200 mg/1,ORAL
50268-540-15,Metoprolol,25 mg/1,ORAL
50268-543-15,Metoprolol,200 mg/1,ORAL
51655-203-52,Metoprolol,50 mg/1,ORAL
63629-8100-1,Metoprolol,100 mg/1,ORAL
63629-8863-1,Metoprolol,25 mg/1,ORAL
63629-8864-1,Metoprolol,50 mg/1,ORAL
63629-8865-1,Metoprolol,100 mg/1,ORAL
63629-8866-1,Metoprolol,200 mg/1,ORAL
63629-8237-1,Metoprolol,100 mg/1,ORAL
63629-8237-2,Metoprolol,100 mg/1,ORAL
63629-8237-3,Metoprolol,100 mg/1,ORAL
63187-545-30,Metoprolol,25 mg/1,ORAL
63187-545-60,Metoprolol,25 mg/1,ORAL
63187-545-90,Metoprolol,25 mg/1,ORAL
63187-546-30,Metoprolol,50 mg/1,ORAL
60687-390-01,Metoprolol,25 mg/1,ORAL
71335-0864-5,Metoprolol,50 mg/1,ORAL
64679-737-05,Metoprolol,200 mg/1,ORAL
68001-122-00,Metoprolol,50 mg/1,ORAL
70771-1341-1,Metoprolol,200 mg/1,ORAL
63187-546-90,Metoprolol,50 mg/1,ORAL
43063-624-30,Metoprolol,25 mg/1,ORAL
67296-1149-3,Metoprolol,50 mg/1,ORAL
67296-1720-3,Metoprolol,50 mg/1,ORAL
70518-3062-0,Metoprolol,100 mg/1,ORAL
72789-107-30,Metoprolol,25 mg/1,ORAL
64679-734-09,Metoprolol,25 mg/1,ORAL
64679-735-05,Metoprolol,50 mg/1,ORAL
64679-736-01,Metoprolol,100 mg/1,ORAL
64679-736-02,Metoprolol,100 mg/1,ORAL
71335-0167-1,Metoprolol,100 mg/1,ORAL
71335-0167-2,Metoprolol,100 mg/1,ORAL
71335-0167-3,Metoprolol,100 mg/1,ORAL
68071-2522-1,Metoprolol,50 mg/1,ORAL
68071-5282-1,Metoprolol,100 mg/1,ORAL
55111-466-05,Metoprolol,25 mg/1,ORAL
55111-466-30,Metoprolol,25 mg/1,ORAL
55111-467-30,Metoprolol,50 mg/1,ORAL
55111-468-30,Metoprolol,100 mg/1,ORAL
50742-617-10,Metoprolol,100 mg/1,ORAL
71335-0167-4,Metoprolol,100 mg/1,ORAL
71335-0167-5,Metoprolol,100 mg/1,ORAL
50742-618-05,Metoprolol,200 mg/1,ORAL
71335-0167-6,Metoprolol,100 mg/1,ORAL
64679-735-03,Metoprolol,50 mg/1,ORAL
64679-737-08,Metoprolol,200 mg/1,ORAL
60760-635-90,Metoprolol,100 mg/1,ORAL
51079-169-20,Metoprolol,25 mg/1,ORAL
71335-0864-3,Metoprolol,50 mg/1,ORAL
51407-406-08,Metoprolol,200 mg/1,ORAL
68001-500-00,Metoprolol,25 mg/1,ORAL
68001-500-03,Metoprolol,25 mg/1,ORAL
68788-7206-3,Metoprolol,25 mg/1,ORAL
68001-500-08,Metoprolol,25 mg/1,ORAL
68001-501-00,Metoprolol,50 mg/1,ORAL
68001-501-03,Metoprolol,50 mg/1,ORAL
68001-501-08,Metoprolol,50 mg/1,ORAL
68001-502-00,Metoprolol,100 mg/1,ORAL
68001-502-03,Metoprolol,100 mg/1,ORAL
68001-502-08,Metoprolol,100 mg/1,ORAL
68001-503-00,Metoprolol,200 mg/1,ORAL
71610-496-45,Metoprolol,200 mg/1,ORAL
71610-496-60,Metoprolol,200 mg/1,ORAL
50742-615-99,Metoprolol,25 mg/1,ORAL
50742-616-99,Metoprolol,50 mg/1,ORAL
50742-617-99,Metoprolol,100 mg/1,ORAL
50742-618-99,Metoprolol,200 mg/1,ORAL
70771-1338-1,Metoprolol,25 mg/1,ORAL
70771-1339-5,Metoprolol,50 mg/1,ORAL
61919-761-30,Metoprolol,100 mg/1,ORAL
61919-761-90,Metoprolol,100 mg/1,ORAL
71335-1600-1,Metoprolol,25 mg/1,ORAL
71335-1600-2,Metoprolol,25 mg/1,ORAL
71335-1600-3,Metoprolol,25 mg/1,ORAL
71335-1600-4,Metoprolol,25 mg/1,ORAL
71335-1600-5,Metoprolol,25 mg/1,ORAL
71335-1600-6,Metoprolol,25 mg/1,ORAL
71335-1600-7,Metoprolol,25 mg/1,ORAL
71335-1600-8,Metoprolol,25 mg/1,ORAL
55289-382-90,Metoprolol,25 mg/1,ORAL
52817-360-10,Metoprolol,25 mg/1,ORAL
50090-2149-1,Metoprolol,50 mg/1,ORAL
55154-1557-5,Metoprolol,1 mg/mL,INTRAVENOUS
42708-041-60,Metoprolol,50 mg/1,ORAL
71335-0743-2,Metoprolol,25 mg/1,ORAL
50090-2149-0,Metoprolol,50 mg/1,ORAL
62332-112-30,Metoprolol,25 mg/1,ORAL
62332-112-91,Metoprolol,25 mg/1,ORAL
62332-114-30,Metoprolol,100 mg/1,ORAL
63187-532-30,Metoprolol,100 mg/1,ORAL
63187-532-72,Metoprolol,100 mg/1,ORAL
57237-100-99,Metoprolol,25 mg/1,ORAL
71610-548-60,Metoprolol,50 mg/1,ORAL
71610-548-80,Metoprolol,50 mg/1,ORAL
71610-551-60,Metoprolol,100 mg/1,ORAL
71610-551-80,Metoprolol,100 mg/1,ORAL
0378-0018-01,Metoprolol,25 mg/1,ORAL
0378-0018-05,Metoprolol,25 mg/1,ORAL
0378-0032-01,Metoprolol,50 mg/1,ORAL
0378-0032-10,Metoprolol,50 mg/1,ORAL
0378-0047-01,Metoprolol,100 mg/1,ORAL
0378-0047-10,Metoprolol,100 mg/1,ORAL
63187-600-90,Metoprolol,25 mg/1,ORAL
63187-609-72,Metoprolol,50 mg/1,ORAL
55700-646-90,Metoprolol,50 mg/1,ORAL
71610-147-70,Metoprolol,50 mg/1,ORAL
71610-147-92,Metoprolol,50 mg/1,ORAL
71610-147-94,Metoprolol,50 mg/1,ORAL
52343-059-01,Metoprolol,25 mg/1,ORAL
52343-059-99,Metoprolol,25 mg/1,ORAL
0615-8016-05,Metoprolol,50 mg/1,ORAL
0615-8016-30,Metoprolol,50 mg/1,ORAL
0615-8016-39,Metoprolol,50 mg/1,ORAL
0615-8017-30,Metoprolol,100 mg/1,ORAL
0615-8017-39,Metoprolol,100 mg/1,ORAL
0615-8322-05,Metoprolol,25 mg/1,ORAL
0615-8322-30,Metoprolol,25 mg/1,ORAL
0615-8322-39,Metoprolol,25 mg/1,ORAL
42708-110-60,Metoprolol,25 mg/1,ORAL
62332-113-31,Metoprolol,50 mg/1,ORAL
62332-114-31,Metoprolol,100 mg/1,ORAL
62332-114-91,Metoprolol,100 mg/1,ORAL
62332-113-91,Metoprolol,50 mg/1,ORAL
65862-062-99,Metoprolol,25 mg/1,ORAL
62584-266-01,Metoprolol,50 mg/1,ORAL
55289-382-14,Metoprolol,25 mg/1,ORAL
55289-382-60,Metoprolol,25 mg/1,ORAL
71610-443-60,Metoprolol,50 mg/1,ORAL
71610-443-80,Metoprolol,50 mg/1,ORAL
71610-443-92,Metoprolol,50 mg/1,ORAL
63187-103-78,Metoprolol,25 mg/1,ORAL
71610-556-45,Metoprolol,25 mg/1,ORAL
63187-314-90,Metoprolol,50 mg/1,ORAL
57237-102-01,Metoprolol,100 mg/1,ORAL
70518-3291-0,Metoprolol,25 mg/1,ORAL
63187-532-90,Metoprolol,100 mg/1,ORAL
0143-9873-10,Metoprolol,5 mg/5mL,INTRAVENOUS
0143-9873-25,Metoprolol,5 mg/5mL,INTRAVENOUS
70882-133-60,Metoprolol,50 mg/1,ORAL
70518-0381-0,Metoprolol,50 mg/1,ORAL
71610-443-70,Metoprolol,50 mg/1,ORAL
68071-4755-2,Metoprolol,50 mg/1,ORAL
71335-0743-1,Metoprolol,25 mg/1,ORAL
71335-0743-3,Metoprolol,25 mg/1,ORAL
71610-517-53,Metoprolol,25 mg/1,ORAL
71610-517-60,Metoprolol,25 mg/1,ORAL
71610-517-80,Metoprolol,25 mg/1,ORAL
52817-361-00,Metoprolol,50 mg/1,ORAL
63187-600-30,Metoprolol,25 mg/1,ORAL
68071-1288-3,Metoprolol,25 mg/1,ORAL
68071-1288-6,Metoprolol,25 mg/1,ORAL
68071-1288-8,Metoprolol,25 mg/1,ORAL
68071-1288-9,Metoprolol,25 mg/1,ORAL
71610-137-80,Metoprolol,25 mg/1,ORAL
43063-821-93,Metoprolol,50 mg/1,ORAL
70518-3293-1,Metoprolol,50 mg/1,ORAL
43063-821-90,Metoprolol,50 mg/1,ORAL
57237-101-99,Metoprolol,50 mg/1,ORAL
43353-942-30,Metoprolol,25 mg/1,ORAL
50090-1979-0,Metoprolol,50 mg/1,ORAL
50090-1979-1,Metoprolol,50 mg/1,ORAL
50090-1979-4,Metoprolol,50 mg/1,ORAL
50090-1979-5,Metoprolol,50 mg/1,ORAL
70882-132-60,Metoprolol,25 mg/1,ORAL
55154-2126-0,Metoprolol,100 mg/1,ORAL
52817-360-00,Metoprolol,25 mg/1,ORAL
52817-362-00,Metoprolol,100 mg/1,ORAL
68071-1794-1,Metoprolol,100 mg/1,ORAL
68071-1795-1,Metoprolol,50 mg/1,ORAL
50090-2149-4,Metoprolol,50 mg/1,ORAL
52343-061-99,Metoprolol,100 mg/1,ORAL
72266-122-25,Metoprolol,5 mg/5mL,INTRAVENOUS
57237-100-01,Metoprolol,25 mg/1,ORAL
57237-101-01,Metoprolol,50 mg/1,ORAL
62332-113-30,Metoprolol,50 mg/1,ORAL
62584-265-01,Metoprolol,25 mg/1,ORAL
65862-063-01,Metoprolol,50 mg/1,ORAL
65862-064-99,Metoprolol,100 mg/1,ORAL
43063-927-01,Metoprolol,25 mg/1,ORAL
43063-927-14,Metoprolol,25 mg/1,ORAL
43063-927-30,Metoprolol,25 mg/1,ORAL
43063-927-60,Metoprolol,25 mg/1,ORAL
43063-927-90,Metoprolol,25 mg/1,ORAL
43063-927-93,Metoprolol,25 mg/1,ORAL
43063-938-30,Metoprolol,100 mg/1,ORAL
43063-938-60,Metoprolol,100 mg/1,ORAL
43063-938-90,Metoprolol,100 mg/1,ORAL
43063-938-93,Metoprolol,100 mg/1,ORAL
57664-167-59,Metoprolol,100 mg/1,ORAL
57664-506-52,Metoprolol,25 mg/1,ORAL
57664-506-54,Metoprolol,25 mg/1,ORAL
57664-506-59,Metoprolol,25 mg/1,ORAL
50090-2149-5,Metoprolol,50 mg/1,ORAL
63187-103-90,Metoprolol,25 mg/1,ORAL
63187-314-30,Metoprolol,50 mg/1,ORAL
57664-166-58,Metoprolol,50 mg/1,ORAL
57664-167-52,Metoprolol,100 mg/1,ORAL
57664-477-58,Metoprolol,50 mg/1,ORAL
57664-506-58,Metoprolol,25 mg/1,ORAL
68071-5236-1,Metoprolol,25 mg/1,ORAL
63187-174-90,Metoprolol,50 mg/1,ORAL
63187-252-30,Metoprolol,100 mg/1,ORAL
63187-314-78,Metoprolol,50 mg/1,ORAL
49999-575-90,Metoprolol,25 mg/1,ORAL
55154-4752-0,Metoprolol,25 mg/1,ORAL
62584-267-01,Metoprolol,100 mg/1,ORAL
70518-0381-3,Metoprolol,50 mg/1,ORAL
46708-290-10,Metoprolol,25 mg/1,ORAL
46708-290-30,Metoprolol,25 mg/1,ORAL
46708-290-31,Metoprolol,25 mg/1,ORAL
46708-290-71,Metoprolol,25 mg/1,ORAL
46708-290-91,Metoprolol,25 mg/1,ORAL
46708-291-10,Metoprolol,50 mg/1,ORAL
46708-291-30,Metoprolol,50 mg/1,ORAL
46708-291-31,Metoprolol,50 mg/1,ORAL
46708-291-91,Metoprolol,50 mg/1,ORAL
46708-292-10,Metoprolol,100 mg/1,ORAL
46708-292-30,Metoprolol,100 mg/1,ORAL
46708-292-31,Metoprolol,100 mg/1,ORAL
46708-292-91,Metoprolol,100 mg/1,ORAL
51079-255-20,Metoprolol,25 mg/1,ORAL
72611-740-10,Metoprolol,1 mg/mL,INTRAVENOUS
72266-122-05,Metoprolol,5 mg/5mL,INTRAVENOUS
71610-556-30,Metoprolol,25 mg/1,ORAL
71610-556-53,Metoprolol,25 mg/1,ORAL
71610-556-60,Metoprolol,25 mg/1,ORAL
71610-556-70,Metoprolol,25 mg/1,ORAL
71610-556-80,Metoprolol,25 mg/1,ORAL
71610-556-92,Metoprolol,25 mg/1,ORAL
71610-556-98,Metoprolol,25 mg/1,ORAL
71610-559-53,Metoprolol,100 mg/1,ORAL
71610-559-60,Metoprolol,100 mg/1,ORAL
71610-559-80,Metoprolol,100 mg/1,ORAL
71610-565-30,Metoprolol,50 mg/1,ORAL
71610-565-45,Metoprolol,50 mg/1,ORAL
65862-064-60,Metoprolol,100 mg/1,ORAL
71335-0743-5,Metoprolol,25 mg/1,ORAL
43353-942-98,Metoprolol,25 mg/1,ORAL
43353-944-80,Metoprolol,100 mg/1,ORAL
67296-1424-3,Metoprolol,50 mg/1,ORAL
68071-4014-3,Metoprolol,25 mg/1,ORAL
68071-4014-6,Metoprolol,25 mg/1,ORAL
68071-4014-8,Metoprolol,25 mg/1,ORAL
68071-4014-9,Metoprolol,25 mg/1,ORAL
68071-4084-1,Metoprolol,100 mg/1,ORAL
50090-1974-0,Metoprolol,100 mg/1,ORAL
50090-1974-1,Metoprolol,100 mg/1,ORAL
50090-1974-3,Metoprolol,100 mg/1,ORAL
50090-1974-4,Metoprolol,100 mg/1,ORAL
50090-4966-0,Metoprolol,50 mg/1,ORAL
57664-162-58,Metoprolol,100 mg/1,ORAL
57664-166-52,Metoprolol,50 mg/1,ORAL
50090-5060-0,Metoprolol,50 mg/1,ORAL
50090-5070-0,Metoprolol,25 mg/1,ORAL
63187-314-60,Metoprolol,50 mg/1,ORAL
72888-004-00,Metoprolol,25 mg/1,ORAL
72888-004-01,Metoprolol,25 mg/1,ORAL
72888-005-00,Metoprolol,50 mg/1,ORAL
72888-005-01,Metoprolol,50 mg/1,ORAL
72888-006-00,Metoprolol,100 mg/1,ORAL
72888-006-01,Metoprolol,100 mg/1,ORAL
72888-023-01,Metoprolol,75 mg/1,ORAL
72888-023-05,Metoprolol,75 mg/1,ORAL
71205-003-78,Metoprolol,25 mg/1,ORAL
71610-565-53,Metoprolol,50 mg/1,ORAL
71610-565-60,Metoprolol,50 mg/1,ORAL
71610-565-70,Metoprolol,50 mg/1,ORAL
71610-565-73,Metoprolol,50 mg/1,ORAL
71610-565-80,Metoprolol,50 mg/1,ORAL
71610-565-92,Metoprolol,50 mg/1,ORAL
71610-565-94,Metoprolol,50 mg/1,ORAL
71610-565-98,Metoprolol,50 mg/1,ORAL
43353-943-98,Metoprolol,50 mg/1,ORAL
70934-105-30,Metoprolol,50 mg/1,ORAL
68788-7832-1,Metoprolol,25 mg/1,ORAL
68788-7832-3,Metoprolol,25 mg/1,ORAL
68788-7832-6,Metoprolol,25 mg/1,ORAL
68788-7832-9,Metoprolol,25 mg/1,ORAL
68071-4261-1,Metoprolol,100 mg/1,ORAL
68071-4269-1,Metoprolol,50 mg/1,ORAL
68071-4307-9,Metoprolol,50 mg/1,ORAL
68071-4309-3,Metoprolol,100 mg/1,ORAL
71335-1146-1,Metoprolol,50 mg/1,ORAL
71335-1146-2,Metoprolol,50 mg/1,ORAL
71335-1146-3,Metoprolol,50 mg/1,ORAL
71335-1146-4,Metoprolol,50 mg/1,ORAL
